No_,No_ 2,Description,Search Description,Description 2,Base Unit of Measure,Price Unit Conversion,Type,Inventory Posting Group,Shelf No_,Item Disc_ Group,Allow Invoice Disc_,Statistics Group,Commission Group,Unit Price,Price_Profit Calculation,Profit _,Costing Method,Unit Cost,Standard Cost,Quoted Price(INR),Quoted Price(FCY),Quoted Currency,Standard Cost_,Production BOM No_
132796,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,RM,S009,D654,1,G1,C1,478,528,50,UC,3968,3916,16,49,INR,79,
108259,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S003,D668,1,G1,C1,426,476,50,UC,3194,3393,2,19,INR,95,
1000457,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,CN,S003,D667,1,G1,C1,399,449,50,UC,3261,3239,55,41,USD,82,1000457-SMT
102565,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,RM,S010,D655,1,G1,C1,489,539,50,UC,3676,3673,55,36,USD,81,
102565,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S010,D654,1,G1,C1,656,706,50,UC,2879,2879,53,55,INR,79,
117019,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S002,D666,1,G1,C1,260,310,50,UC,2555,2950,41,5,USD,87,1000457-SMT
138872,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S001,D666,1,G1,C1,278,328,50,UC,3112,3106,33,20,USD,80,
147755,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S002,D666,1,G1,C1,336,386,50,UC,2842,2843,57,9,USD,97,
137963,,FUJI-FILTER 02,"RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S008,D654,1,G1,C1,662,712,50,UC,3279,3279,19,32,USD,85,
145433,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,PM,S007,D655,1,G1,C1,444,494,50,UC,3182,3165,50,57,INR,87,1000457-SMT
112048,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S008,D654,1,G1,C1,598,648,50,UC,2823,2829,33,34,USD,88,1000456-SMT
119852,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,RM,S009,D666,1,G1,C1,500,550,50,UC,2856,2852,13,31,INR,86,1000457-SMT
119852,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,RM,S006,D655,1,G1,C1,394,444,50,UC,2688,2683,31,30,USD,86,
145340,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,RM,S010,D654,1,G1,C1,408,458,50,UC,2953,2558,20,23,INR,80,1000457-SMT
145909,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S004,D654,1,G1,C1,625,675,50,UC,3885,3885,21,12,USD,81,
138531,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S007,D666,1,G1,C1,423,473,50,UC,2891,2891,16,20,USD,89,1000457-SMT
119852,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S001,D667,1,G1,C1,511,561,50,UC,3642,3652,11,53,USD,99,
1000457,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S008,D666,1,G1,C1,610,660,50,UC,3462,3662,15,11,USD,97,
102565,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S001,D667,1,G1,C1,470,520,50,UC,3095,3098,52,3,USD,90,1000456-SMT
108259,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S008,D667,1,G1,C1,466,516,50,UC,3708,3708,13,44,INR,77,1000456-SMT
700536-4,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S007,D668,1,G1,C1,449,499,50,UC,3661,3602,40,35,INR,88,1000456-SMT
108259,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S007,D668,1,G1,C1,664,714,50,UC,2907,3505,25,13,USD,98,
108259,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,CN,S001,D655,1,G1,C1,661,711,50,UC,2567,2769,44,56,USD,78,1000457-SMT
145340,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S002,D654,1,G1,C1,318,368,50,UC,2849,2844,36,50,INR,99,1000456-SMT
122829,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S006,D668,1,G1,C1,523,573,50,UC,3111,3117,41,60,INR,86,
119852,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,PM,S003,D655,1,G1,C1,260,310,50,UC,3649,3643,41,28,USD,76,1000457-SMT
111742,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S006,D654,1,G1,C1,406,456,50,UC,3256,3356,53,36,INR,100,1000456-SMT
119027,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S003,D654,1,G1,C1,308,358,50,UC,2928,2540,34,18,USD,79,1000456-SMT
135677,,FUJI-FILTER 02,"ROHS,Attention Tape",,EA,120,0,PM,S009,D654,1,G1,C1,482,532,50,UC,3684,3639,17,26,INR,96,
119852,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S001,D654,1,G1,C1,338,388,50,UC,3699,3591,31,22,INR,77,1000457-SMT
149244,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S006,D666,1,G1,C1,538,588,50,UC,3805,3863,10,4,INR,90,
129713,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S003,D654,1,G1,C1,464,514,50,UC,3231,3211,50,34,INR,77,1000456-SMT
125880,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S002,D666,1,G1,C1,426,476,50,UC,3322,3228,32,34,USD,75,1000457-SMT
119192,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S002,D666,1,G1,C1,281,331,50,UC,2657,2697,42,24,USD,99,
130347,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,CN,S010,D654,1,G1,C1,388,438,50,UC,2986,2986,7,18,USD,85,1000457-SMT
119852,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,CN,S002,D655,1,G1,C1,503,553,50,UC,2853,2854,45,11,USD,97,1000457-SMT
110951,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,CN,S008,D655,1,G1,C1,747,797,50,UC,2825,2828,34,10,INR,92,
102565,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,RM,S010,D666,1,G1,C1,584,634,50,UC,3701,3703,22,10,USD,93,1000456-SMT
135677,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S006,D654,1,G1,C1,296,346,50,UC,3756,3756,23,53,INR,83,1000456-SMT
108259,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S008,D654,1,G1,C1,388,438,50,UC,3444,3151,57,39,INR,89,1000456-SMT
119852,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S009,D668,1,G1,C1,459,509,50,UC,3243,3247,45,35,USD,100,1000457-SMT
141663,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S002,D654,1,G1,C1,512,562,50,UC,2835,2805,19,30,USD,82,1000457-SMT
114717,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S005,D668,1,G1,C1,272,322,50,UC,2983,2981,25,59,USD,98,1000456-SMT
119396,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S007,D667,1,G1,C1,714,764,50,UC,3150,3458,7,3,INR,93,
1000457,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,CN,S004,D655,1,G1,C1,540,590,50,UC,3382,3382,15,57,INR,90,1000457-SMT
133133,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S005,D654,1,G1,C1,591,641,50,UC,2715,2768,50,45,INR,80,1000456-SMT
133081,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S004,D668,1,G1,C1,703,753,50,UC,3893,3877,5,10,USD,87,1000456-SMT
133014,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,RM,S004,D654,1,G1,C1,259,309,50,UC,3394,3393,43,52,INR,75,
111742,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,RM,S007,D666,1,G1,C1,570,620,50,UC,3457,3751,42,45,INR,82,1000457-SMT
119852,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S001,D666,1,G1,C1,676,726,50,UC,3799,3099,56,33,USD,79,
125880,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S003,D654,1,G1,C1,509,559,50,UC,3014,3864,50,18,USD,77,1000456-SMT
140281,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S006,D655,1,G1,C1,620,670,50,UC,2536,2560,23,2,INR,87,1000456-SMT
138531,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S001,D666,1,G1,C1,561,611,50,UC,3150,3170,7,7,USD,95,
125880,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,PM,S006,D667,1,G1,C1,750,800,50,UC,2898,2896,20,47,USD,93,1000456-SMT
105491,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S010,D666,1,G1,C1,533,583,50,UC,3114,3117,42,55,USD,76,1000457-SMT
700536-4,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S005,D666,1,G1,C1,295,345,50,UC,3628,3626,9,9,INR,93,1000456-SMT
1000457,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S009,D666,1,G1,C1,728,778,50,UC,3222,3238,53,37,INR,90,
108259,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S009,D667,1,G1,C1,679,729,50,UC,3667,3639,41,8,USD,86,1000457-SMT
130921,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,RM,S001,D666,1,G1,C1,399,449,50,UC,2514,2511,47,45,USD,91,1000456-SMT
125880,,_RARE_,_RARE_,,_RARE_,120,0,PM,S001,D655,1,G1,C1,488,538,50,UC,2668,2688,5,58,INR,90,
102565,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S006,D654,1,G1,C1,273,323,50,UC,3269,3239,28,48,INR,76,1000456-SMT
141663,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,PM,S010,D666,1,G1,C1,251,301,50,UC,2521,2529,2,13,INR,96,
145340,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x220,,EA,120,0,RM,S010,D655,1,G1,C1,518,568,50,UC,3157,3454,11,15,INR,89,1000457-SMT
1000457,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,PM,S008,D655,1,G1,C1,522,572,50,UC,3771,3773,2,47,INR,75,1000456-SMT
105581,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S003,D655,1,G1,C1,377,427,50,UC,3205,3224,32,55,USD,83,1000457-SMT
145340,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S008,D667,1,G1,C1,354,404,50,UC,3924,3933,27,33,INR,89,1000457-SMT
138531,,FUJI-FILTER 02,FUJI-FILTER 02,,EA,120,0,RM,S003,D654,1,G1,C1,670,720,50,UC,3791,3099,60,30,USD,86,1000457-SMT
102565,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S006,D666,1,G1,C1,722,772,50,UC,3013,3783,5,29,USD,81,1000457-SMT
1000457,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,RM,S010,D666,1,G1,C1,385,435,50,UC,3607,3603,21,51,INR,92,
138531,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,CN,S008,D655,1,G1,C1,339,389,50,UC,3140,3140,18,48,USD,82,1000457-SMT
141388,,STATIC SHIELDED BAGS OF SIZE 280x220,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S010,D667,1,G1,C1,487,537,50,UC,3632,3661,12,10,USD,75,1000456-SMT
EII-CNS-OT-0005,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S002,D668,1,G1,C1,518,568,50,UC,2608,2636,49,56,USD,76,1000457-SMT
102565,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S001,D668,1,G1,C1,583,633,50,UC,3275,3278,47,39,USD,88,1000456-SMT
119852,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S003,D654,1,G1,C1,750,800,50,UC,3149,3447,16,28,USD,90,
138872,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,RM,S007,D667,1,G1,C1,655,705,50,UC,2576,2596,14,25,USD,82,
102565,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S004,D654,1,G1,C1,418,468,50,UC,3043,3049,60,28,USD,100,
1000457,,FUJI-FILTER 02,FUJI-FILTER 02,,EA,120,0,PM,S008,D667,1,G1,C1,444,494,50,UC,2574,2572,33,23,USD,87,1000456-SMT
111742,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S001,D666,1,G1,C1,415,465,50,UC,3595,3595,4,9,USD,99,
135677,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S007,D655,1,G1,C1,284,334,50,UC,3053,3753,47,14,INR,81,1000456-SMT
114717,,FUJI-FILTER 02,FUJI-FILTER 02,,EA,120,0,CN,S008,D666,1,G1,C1,437,487,50,UC,2856,2876,55,14,INR,83,1000456-SMT
118475,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,Security Tape",,EA,120,0,PM,S005,D654,1,G1,C1,364,414,50,UC,3196,3176,47,8,INR,97,1000457-SMT
108259,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,RM,S001,D655,1,G1,C1,641,691,50,UC,3446,3428,38,29,USD,83,
108259,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S007,D668,1,G1,C1,692,742,50,UC,3601,3601,21,40,INR,78,1000457-SMT
119852,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,RM,S004,D667,1,G1,C1,368,418,50,UC,3291,3281,58,43,USD,86,
145340,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,RM,S005,D667,1,G1,C1,459,509,50,UC,3917,3918,8,60,USD,86,
118270,,_RARE_,_RARE_,,_RARE_,120,0,CN,S002,D654,1,G1,C1,277,327,50,UC,2640,3550,36,45,USD,76,1000457-SMT
138531,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,RM,S004,D654,1,G1,C1,673,723,50,UC,3804,3006,47,19,INR,85,
135506,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S002,D666,1,G1,C1,383,433,50,UC,3394,3374,46,38,INR,79,1000456-SMT
121793,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,RM,S010,D667,1,G1,C1,504,554,50,UC,3416,3406,19,56,INR,77,
137963,,STATIC SHIELDED BAGS OF SIZE 280x220,"RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S006,D655,1,G1,C1,467,517,50,UC,2776,2776,27,41,USD,76,1000457-SMT
145340,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,CN,S004,D655,1,G1,C1,735,785,50,UC,2485,2382,33,18,INR,100,1000457-SMT
120958,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S001,D667,1,G1,C1,593,643,50,UC,3411,3794,8,3,USD,75,1000456-SMT
700536-4,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S008,D667,1,G1,C1,650,700,50,UC,2868,2835,35,35,USD,98,1000457-SMT
137963,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S006,D668,1,G1,C1,295,345,50,UC,3652,3658,48,9,INR,81,1000456-SMT
700567-1,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,CN,S010,D654,1,G1,C1,598,648,50,UC,2923,2926,35,38,INR,84,1000457-SMT
108259,,_RARE_,_RARE_,,EA,120,0,PM,S007,D666,1,G1,C1,546,596,50,UC,2532,2531,8,32,USD,86,1000456-SMT
138531,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S003,D667,1,G1,C1,277,327,50,UC,3087,3061,45,54,INR,84,
119852,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S003,D655,1,G1,C1,469,519,50,UC,2768,2485,30,58,USD,87,
138531,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S006,D666,1,G1,C1,550,600,50,UC,3519,3561,36,56,INR,89,1000456-SMT
119191,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,RM,S007,D654,1,G1,C1,713,763,50,UC,2693,2677,3,37,INR,77,1000457-SMT
137963,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S005,D655,1,G1,C1,335,385,50,UC,2706,2702,52,2,USD,83,
108259,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S004,D655,1,G1,C1,263,313,50,UC,3728,3748,60,28,USD,76,1000457-SMT
108259,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S003,D666,1,G1,C1,373,423,50,UC,3299,3284,45,38,INR,77,1000456-SMT
135506,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S001,D666,1,G1,C1,377,427,50,UC,2786,2786,3,7,INR,99,1000456-SMT
102565,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,DRAM-2",,EA,120,0,RM,S007,D667,1,G1,C1,336,386,50,UC,3980,3986,7,22,INR,84,
119852,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,CN,S004,D667,1,G1,C1,376,426,50,UC,2532,2532,43,23,USD,100,1000457-SMT
135506,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S010,D654,1,G1,C1,652,702,50,UC,3537,3513,24,51,USD,88,
119852,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,RM,S005,D668,1,G1,C1,354,404,50,UC,2715,2715,27,3,INR,88,1000456-SMT
115657,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S001,D666,1,G1,C1,404,454,50,UC,3886,3876,53,38,USD,98,1000457-SMT
102565,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,CN,S010,D654,1,G1,C1,519,569,50,UC,3919,3911,30,26,USD,79,1000457-SMT
137963,,"RoHS,Label, 4X6 inch","RoHS,DRAM-2",,EA,120,0,PM,S006,D667,1,G1,C1,403,453,50,UC,3188,3484,20,26,USD,85,1000457-SMT
700536-4,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S006,D667,1,G1,C1,460,510,50,UC,3164,3317,11,11,USD,99,1000457-SMT
145340,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,CN,S007,D654,1,G1,C1,611,661,50,UC,3598,3598,29,29,INR,88,
102671,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S001,D666,1,G1,C1,649,699,50,UC,3838,3838,1,19,INR,83,1000456-SMT
141663,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S005,D655,1,G1,C1,505,555,50,UC,3415,3383,25,14,INR,89,
1000457,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S009,D667,1,G1,C1,407,457,50,UC,2503,2741,58,23,INR,93,1000457-SMT
132796,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S009,D655,1,G1,C1,289,339,50,UC,2834,2837,34,43,USD,87,1000456-SMT
119192,,FUJI-FILTER 02,"ROHS,Attention Tape",,EA,120,0,PM,S005,D667,1,G1,C1,410,460,50,UC,3771,3379,7,8,INR,96,1000456-SMT
115657,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S010,D668,1,G1,C1,374,424,50,UC,3079,3071,54,26,INR,89,1000456-SMT
122829,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S006,D666,1,G1,C1,388,438,50,UC,3607,3613,22,52,USD,98,1000456-SMT
114717,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S005,D667,1,G1,C1,269,319,50,UC,3548,3072,46,37,INR,96,
108259,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,CN,S001,D666,1,G1,C1,441,491,50,UC,2941,2527,2,38,USD,84,
112048,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S010,D667,1,G1,C1,475,525,50,UC,3980,3580,47,8,INR,93,1000456-SMT
138531,,_RARE_,_RARE_,,EA,120,0,CN,S001,D666,1,G1,C1,481,531,50,UC,2805,2862,10,41,INR,95,1000457-SMT
113014,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S008,D666,1,G1,C1,587,637,50,UC,2656,2696,11,23,USD,92,
133133,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S006,D667,1,G1,C1,415,465,50,UC,3545,3452,35,7,INR,81,1000457-SMT
145340,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S008,D667,1,G1,C1,335,385,50,UC,3019,3731,29,18,INR,79,
138531,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S009,D668,1,G1,C1,349,399,50,UC,3161,3161,28,48,USD,86,1000457-SMT
EII-CNS-OT-0008,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S004,D666,1,G1,C1,397,447,50,UC,3232,3232,59,15,USD,95,
EII-CNS-OT-0025,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S005,D667,1,G1,C1,340,390,50,UC,3246,3242,46,58,INR,89,1000457-SMT
108259,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S010,D655,1,G1,C1,263,313,50,UC,3452,3452,36,19,USD,87,
102671,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S008,D667,1,G1,C1,663,713,50,UC,2514,2417,35,22,USD,93,1000456-SMT
119852,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,CN,S009,D654,1,G1,C1,386,436,50,UC,3791,3179,53,13,USD,78,1000456-SMT
