Item No_,Lot No_,Bin Code,Days from Registration
141305,IDS-21E2-00056,TMG,579
147755,IDS-21E2-00560,IGS,309
149244,IDS-21E2-00693,IGS,59
700536-2,IDS-21E2-00083,TMG,574
EII-CNS-OT-0025,IDS-21E2-00101,TMG,620
100441,IDS-21E2-00576,IGS,55
102565,IDS-21E2-00324,TMG,541
102671,IDS-21E2-00086,IGS,632
103103,IDS-21E2-00056,TMG,679
105581,IDS-21E2-00433,IGS,609
116912,IDS-21E2-00832,IGS,552
118475,IDS-21E2-00560,IGS,223
119852,IDS-21E2-00565,TMG,586
121969,IDS-21E2-00560,TMG,665
135383,IDS-21E2-00054,IGS,506
137963,IDS-21E2-00688,TMG,663
138872,IDS-21E2-00039,IGS,602
138872,IDS-21E2-00114,TMG,554
141388,IDS-21E2-00054,IGS,386
141663,IDS-21E2-00083,TMG,21
102482,IDS-21E2-00125,TMG,330
114717,IDS-21E2-00560,TMG,652
117871,IDS-21E2-01164,IGS,444
117871,IDS-21E2-00564,TMG,341
118502,IDS-21E2-00080,IGS,65
119192,IDS-21E2-00056,TMG,212
119852,IDS-21E2-00624,TMG,417
123234,IDS-21E2-00436,TMG,664
123546,IDS-21E2-00114,TMG,242
123546,IDS-21E2-00316,IGS,599
126928,IDS-21E2-00039,TMG,622
131156,IDS-21E2-00028,IGS,466
131664,IDS-21E2-00039,IGS,681
133133,IDS-21E2-00101,TMG,667
135677,IDS-21E2-00824,IGS,658
136998,IDS-21E2-00432,IGS,635
138872,IDS-21E2-00624,IGS,117
141305,IDS-21E2-00320,IGS,469
141663,IDS-21E2-00321,IGS,618
700536-2,IDS-21E2-00566,TMG,678
700536-3,IDS-21E2-00336,IGS,633
EII-CNS-OT-0008,IDS-21E2-00496,TMG,404
EII-CNS-OT-0030,IDS-21E2-00592,TMG,108
1000457,IDS-21E2-00817,TMG,662
100441,IDS-21E2-00056,TMG,629
100676,IDS-21E2-00039,IGS,684
102565,IDS-21E2-00321,TMG,487
105581,IDS-21E2-00820,TMG,246
105695,IDS-21E2-00125,TMG,669
106328,IDS-21E2-00039,TMG,696
111742,IDS-21E2-00560,TMG,682
115418,IDS-21E2-00561,IGS,541
121793,IDS-21E2-00320,IGS,65
135506,IDS-21E2-00054,IGS,700
135722,IDS-21E2-00320,TMG,643
137963,IDS-21E2-00083,IGS,547
138212,IDS-21E2-00101,IGS,393
140208,IDS-21E2-00436,TMG,503
141305,IDS-21E2-00336,TMG,442
146373,IDS-21E2-00564,IGS,379
700536-2,IDS-21E2-00822,TMG,569
1000457,IDS-21E2-00336,TMG,443
102565,IDS-21E2-01074,TMG,106
102671,IDS-21E2-00560,TMG,521
105581,IDS-21E2-00329,TMG,240
105695,IDS-21E2-00086,TMG,551
109961,IDS-21E2-00125,TMG,111
117232,IDS-21E2-00566,IGS,261
120958,IDS-21E2-00086,IGS,146
121793,IDS-21E2-00054,TMG,653
127229,IDS-21E2-00624,IGS,548
132214,IDS-21E2-00056,IGS,262
133133,IDS-21E2-00630,IGS,474
138531,IDS-21E2-00724,TMG,463
140208,IDS-21E2-00316,TMG,361
142120,IDS-21E2-00564,TMG,305
145340,IDS-21E2-00880,TMG,353
145415,IDS-21E2-00564,TMG,472
700536-2,IDS-21E2-00560,IGS,332
EII-CNS-OT-0008,IDS-21E2-00568,TMG,464
1000457,IDS-21E2-00566,IGS,587
105449,IDS-21E2-00368,IGS,119
108259,IDS-21E2-00056,TMG,700
108259,IDS-21E2-00054,IGS,629
111742,IDS-21E2-00562,TMG,537
117019,IDS-21E2-00348,IGS,615
119192,IDS-21E2-00432,TMG,613
120768,IDS-21E2-00080,IGS,501
121225,IDS-21E2-00125,IGS,135
123234,IDS-21E2-00114,TMG,215
123546,IDS-21E2-00080,TMG,687
123625,IDS-21E2-00436,TMG,314
127229,IDS-21E2-00578,IGS,668
137932,IDS-21E2-00039,IGS,622
137963,IDS-21E2-00323,TMG,363
139272,IDS-21E2-00580,TMG,185
141388,IDS-21E2-00125,IGS,491
141663,IDS-21E2-01074,IGS,406
147831,IDS-21E2-01156,TMG,443
147831,IDS-21E2-00564,TMG,548
149244,IDS-21E2-00125,TMG,574
EII-CNS-OT-0005,IDS-21E2-00560,IGS,140
1000457,IDS-21E2-00595,TMG,550
102565,IDS-21E2-00576,TMG,646
102671,IDS-21E2-00834,TMG,274
102671,IDS-21E2-01077,IGS,663
105695,IDS-21E2-00324,IGS,675
105695,IDS-21E2-00080,IGS,414
105695,IDS-21E2-00080,TMG,592
112048,IDS-21E2-00624,IGS,171
117019,IDS-21E2-00101,TMG,212
119027,IDS-21E2-00820,TMG,109
119852,IDS-21E2-00636,TMG,215
119852,IDS-21E2-00372,TMG,675
133133,IDS-21E2-00820,IGS,636
135722,IDS-21E2-00039,TMG,692
136161,IDS-21E2-00125,TMG,630
137963,IDS-21E2-00101,TMG,677
138872,IDS-21E2-00372,TMG,647
140208,IDS-21E2-00054,IGS,360
145340,IDS-21E2-00566,IGS,486
146940,IDS-21E2-00561,IGS,618
147831,IDS-21E2-00039,TMG,674
700536-2,IDS-21E2-00114,IGS,248
EII-CNS-CC-0002,IDS-21E2-00101,TMG,240
EII-CNS-OT-0025,IDS-21E2-00562,IGS,165
EII-CNS-OT-0025,IDS-21E2-00372,TMG,578
1000457,IDS-21E2-01080,TMG,177
1000457,IDS-21E2-00125,IGS,700
102565,IDS-21E2-00592,TMG,563
105695,IDS-21E2-00560,TMG,572
108259,IDS-21E2-00948,IGS,594
109456,IDS-21E2-00372,IGS,621
112048,IDS-21E2-00320,IGS,559
112048,IDS-21E2-00321,IGS,443
116054,IDS-21E2-00564,TMG,521
118578,IDS-21E2-00039,TMG,340
119852,IDS-21E2-00328,TMG,440
130121,IDS-21E2-00054,TMG,463
130347,IDS-21E2-00101,TMG,257
135383,IDS-21E2-00039,TMG,304
137963,IDS-21E2-00114,IGS,634
138531,IDS-21E2-00054,TMG,490
139272,IDS-21E2-00576,TMG,686
140656,IDS-21E2-00564,TMG,514
700536-1,IDS-21E2-00101,TMG,420
700536-4,IDS-21E2-00320,TMG,134
EII-CNS-OT-0025,IDS-21E2-00316,TMG,362
EII-CNS-OT-0026,IDS-21E2-01104,TMG,583
1000457,IDS-21E2-00882,IGS,353
105581,IDS-21E2-00101,IGS,468
105695,IDS-21E2-00320,TMG,619
108423,IDS-21E2-00820,TMG,541
110951,IDS-21E2-00825,IGS,136
111742,IDS-21E2-00101,IGS,610
112806,IDS-21E2-00083,TMG,700
114717,IDS-21E2-00560,IGS,695
114717,IDS-21E2-00596,IGS,279
119131,IDS-21E2-00125,TMG,677
119852,IDS-21E2-00817,IGS,599
121969,IDS-21E2-00880,IGS,284
123546,IDS-21E2-00561,IGS,548
127229,IDS-21E2-00336,TMG,177
130347,IDS-21E2-00576,TMG,622
131156,IDS-21E2-00039,TMG,597
133133,IDS-21E2-00114,IGS,602
135506,IDS-21E2-00704,IGS,47
135722,IDS-21E2-00564,TMG,488
137963,IDS-21E2-01074,IGS,105
137963,IDS-21E2-00086,IGS,697
138531,IDS-21E2-00357,IGS,456
138531,IDS-21E2-00660,IGS,381
138531,IDS-21E2-00596,IGS,574
139713,IDS-21E2-00056,TMG,355
143236,IDS-21E2-00086,IGS,620
149104,IDS-21E2-00039,TMG,149
700536-3,IDS-21E2-00039,IGS,699
700536-4,IDS-21E2-00564,IGS,697
EII-CNS-LB-0001,IDS-21E2-00564,IGS,255
1000457,IDS-21E2-00564,IGS,676
1000457,IDS-21E2-00054,IGS,681
102565,IDS-21E2-00368,TMG,319
112048,IDS-21E2-00054,TMG,386
112048,IDS-21E2-00560,TMG,677
112296,IDS-21E2-00566,IGS,481
114305,IDS-21E2-00086,TMG,416
117525,IDS-21E2-00581,IGS,322
119852,IDS-21E2-00561,TMG,649
120377,IDS-21E2-00564,TMG,640
123759,IDS-21E2-01074,TMG,171
133133,IDS-21E2-00056,IGS,535
135677,IDS-21E2-00320,TMG,671
135677,IDS-21E2-00368,IGS,449
137963,IDS-21E2-00125,TMG,613
137963,IDS-21E2-00320,IGS,499
138872,IDS-21E2-00083,TMG,696
140155,IDS-21E2-00039,TMG,336
142922,IDS-21E2-00054,TMG,449
143236,IDS-21E2-00056,IGS,500
145340,IDS-21E2-00080,IGS,695
149244,IDS-21E2-00028,IGS,290
700536-3,IDS-21E2-00336,TMG,88
EII-CNS-OT-0007,IDS-21E2-00039,TMG,649
104288,IDS-21E2-00086,TMG,102
105663,IDS-21E2-00368,IGS,596
105695,IDS-21E2-00083,TMG,279
105695,IDS-21E2-00056,IGS,644
108259,IDS-21E2-00496,IGS,206
109456,IDS-21E2-00564,TMG,260
111742,IDS-21E2-00436,IGS,607
114717,IDS-21E2-00321,TMG,377
117871,IDS-21E2-00565,TMG,624
118578,IDS-21E2-00028,IGS,680
119027,IDS-21E2-00101,TMG,591
119396,IDS-21E2-00368,IGS,411
119852,IDS-21E2-00080,TMG,630
121969,IDS-21E2-00328,IGS,115
123625,IDS-21E2-00316,TMG,558
123625,IDS-21E2-00083,TMG,584
125880,IDS-21E2-00628,IGS,289
131664,IDS-21E2-00125,IGS,402
132453,IDS-21E2-00372,IGS,650
133133,IDS-21E2-00432,IGS,679
133414,IDS-21E2-00320,IGS,501
141305,IDS-21E2-00370,TMG,695
144905,IDS-21E2-00564,TMG,79
147755,IDS-21E2-00320,IGS,418
149104,IDS-21E2-00560,IGS,563
EII-CNS-CC-0002,IDS-21E2-00083,IGS,113
EII-CNS-OT-0025,IDS-21E2-00565,IGS,610
100011,IDS-21E2-00101,TMG,310
108023,IDS-21E2-00432,TMG,610
108259,IDS-21E2-00028,TMG,700
111071,IDS-21E2-00101,TMG,436
111742,IDS-21E2-00086,IGS,433
111938,IDS-21E2-00564,IGS,64
114717,IDS-21E2-00581,TMG,187
115979,IDS-21E2-00039,IGS,304
117232,IDS-21E2-00039,IGS,695
119191,IDS-21E2-00580,IGS,324
122106,IDS-21E2-00054,TMG,144
123546,IDS-21E2-00568,IGS,610
123759,IDS-21E2-00596,IGS,597
131664,IDS-21E2-00380,IGS,467
131664,IDS-21E2-00820,TMG,431
131664,IDS-21E2-00320,IGS,52
133133,IDS-21E2-00560,TMG,603
135878,IDS-21E2-00125,TMG,642
138531,IDS-21E2-00464,IGS,584
139511,IDS-21E2-00816,TMG,410
139895,IDS-21E2-00320,TMG,406
141305,IDS-21E2-00080,IGS,494
142120,IDS-21E2-00028,TMG,216
142120,IDS-21E2-00054,TMG,338
146860,IDS-21E2-00820,TMG,366
EII-CNS-OT-0025,IDS-21E2-00083,TMG,704
102565,IDS-21E2-00692,IGS,446
102565,IDS-21E2-00592,IGS,378
108259,IDS-21E2-00114,IGS,626
112942,IDS-21E2-00820,IGS,520
114717,IDS-21E2-00436,IGS,663
119027,IDS-21E2-00566,TMG,50
119191,IDS-21E2-00817,IGS,487
119852,IDS-21E2-00325,TMG,585
120887,IDS-21E2-00028,TMG,532
121341,IDS-21E2-00816,TMG,506
123546,IDS-21E2-00592,TMG,547
125391,IDS-21E2-00560,TMG,606
126928,IDS-21E2-00125,TMG,588
131664,IDS-21E2-00054,TMG,332
133133,IDS-21E2-00039,TMG,703
135506,IDS-21E2-00056,IGS,660
135677,IDS-21E2-00436,IGS,372
135722,IDS-21E2-00080,TMG,276
138531,IDS-21E2-00101,IGS,688
139895,IDS-21E2-00056,TMG,620
143108,IDS-21E2-00101,TMG,332
148780,IDS-21E2-00337,TMG,554
149244,IDS-21E2-00028,TMG,522
149286,IDS-21E2-00316,IGS,533
1000457,IDS-21E2-01072,IGS,560
102565,IDS-21E2-00114,TMG,80
105695,IDS-21E2-00101,IGS,677
108259,IDS-21E2-00833,TMG,279
111742,IDS-21E2-00566,IGS,281
112296,IDS-21E2-00564,IGS,546
113854,IDS-21E2-00125,TMG,702
119192,IDS-21E2-00566,TMG,630
119852,IDS-21E2-00328,IGS,578
119852,IDS-21E2-00056,IGS,683
124810,IDS-21E2-00572,TMG,405
125880,IDS-21E2-00825,IGS,142
131393,IDS-21E2-00368,IGS,515
135506,IDS-21E2-00028,TMG,364
137932,IDS-21E2-00564,TMG,450
137963,IDS-21E2-01072,IGS,143
138531,IDS-21E2-00496,IGS,626
139272,IDS-21E2-00101,IGS,291
700526-1,IDS-21E2-00083,IGS,528
102565,IDS-21E2-00039,IGS,703
103557,IDS-21E2-00580,TMG,193
103813,IDS-21E2-00039,TMG,643
105581,IDS-21E2-01072,TMG,570
105695,IDS-21E2-00572,TMG,466
111742,IDS-21E2-00437,TMG,201
114717,IDS-21E2-00593,TMG,249
114717,IDS-21E2-00561,IGS,703
115418,IDS-21E2-00125,IGS,394
117232,IDS-21E2-00054,IGS,16
119852,IDS-21E2-00376,IGS,497
119852,IDS-21E2-00344,IGS,624
121793,IDS-21E2-00628,IGS,37
123570,IDS-21E2-00086,IGS,625
125391,IDS-21E2-00114,TMG,211
128683,IDS-21E2-00320,TMG,413
131156,IDS-21E2-00039,IGS,583
134072,IDS-21E2-00101,TMG,495
134072,IDS-21E2-00316,TMG,392
135677,IDS-21E2-01077,TMG,293
138531,IDS-21E2-00884,TMG,580
140281,IDS-21E2-00080,TMG,626
141663,IDS-21E2-00086,TMG,539
147831,IDS-21E2-00565,IGS,365
EII-CNS-OT-0025,IDS-21E2-00576,TMG,347
112048,IDS-21E2-00369,TMG,662
114717,IDS-21E2-00086,IGS,627
119192,IDS-21E2-00848,IGS,686
119852,IDS-21E2-00704,TMG,417
119852,IDS-21E2-00316,IGS,689
121969,IDS-21E2-00884,IGS,286
122106,IDS-21E2-00039,IGS,649
125168,IDS-21E2-00320,IGS,34
131536,IDS-21E2-00816,IGS,508
132453,IDS-21E2-00560,IGS,277
132796,IDS-21E2-00452,TMG,23
136704,IDS-21E2-00080,TMG,66
141388,IDS-21E2-00352,TMG,230
143236,IDS-21E2-00086,TMG,271
145415,IDS-21E2-00369,TMG,132
146860,IDS-21E2-00816,IGS,101
146940,IDS-21E2-00039,TMG,330
148935,IDS-21E2-00039,TMG,635
700526-1,IDS-21E2-00054,IGS,571
700567-2,IDS-21E2-00336,IGS,223
100392,IDS-21E2-00560,IGS,156
100441,IDS-21E2-00080,TMG,363
100441,IDS-21E2-00086,IGS,687
108259,IDS-21E2-01073,IGS,671
108259,IDS-21E2-00086,IGS,647
109961,IDS-21E2-00039,TMG,703
116912,IDS-21E2-00101,TMG,61
120887,IDS-21E2-00560,IGS,389
123234,IDS-21E2-00369,IGS,251
123546,IDS-21E2-00600,IGS,598
123546,IDS-21E2-00039,IGS,457
132453,IDS-21E2-01072,IGS,531
133133,IDS-21E2-00322,IGS,426
134072,IDS-21E2-00080,IGS,275
700536-2,IDS-21E2-00564,IGS,701
105226,IDS-21E2-00566,IGS,181
105581,IDS-21E2-00594,TMG,547
108259,IDS-21E2-00880,IGS,126
119027,IDS-21E2-00564,IGS,533
119396,IDS-21E2-00692,TMG,487
120887,IDS-21E2-00056,TMG,244
128683,IDS-21E2-01073,IGS,488
129713,IDS-21E2-00564,TMG,94
132796,IDS-21E2-00056,TMG,585
133133,IDS-21E2-00054,TMG,682
137963,IDS-21E2-00566,TMG,679
138531,IDS-21E2-00114,IGS,404
138872,IDS-21E2-00817,IGS,365
140656,IDS-21E2-00432,IGS,350
141663,IDS-21E2-00564,IGS,696
145340,IDS-21E2-00336,TMG,514
EII-CNS-OT-0006,IDS-21E2-00368,IGS,699
1000457,IDS-21E2-00569,IGS,352
1000457,IDS-21E2-00837,TMG,43
102565,IDS-21E2-00688,IGS,493
113854,IDS-21E2-00694,IGS,449
119131,IDS-21E2-00332,IGS,153
119852,IDS-21E2-00320,TMG,646
119852,IDS-21E2-00404,TMG,183
119852,IDS-21E2-00570,TMG,607
121571,IDS-21E2-00056,IGS,509
121793,IDS-21E2-00114,TMG,625
121969,IDS-21E2-00056,IGS,354
125391,IDS-21E2-00564,IGS,521
132796,IDS-21E2-00356,TMG,636
133133,IDS-21E2-00086,IGS,359
138531,IDS-21E2-00596,TMG,253
139272,IDS-21E2-00966,IGS,456
139511,IDS-21E2-00340,IGS,628
140150,IDS-21E2-00574,TMG,132
141305,IDS-21E2-00056,IGS,597
149244,IDS-21E2-00101,TMG,249
700536-2,IDS-21E2-00056,IGS,333
700536-4,IDS-21E2-00566,IGS,164
1000457,IDS-21E2-00114,IGS,584
103752,IDS-21E2-00125,TMG,691
103813,IDS-21E2-00125,IGS,568
105695,IDS-21E2-00821,IGS,116
108259,IDS-21E2-00125,IGS,694
108259,IDS-21E2-00056,IGS,651
108641,IDS-21E2-00039,TMG,568
111742,IDS-21E2-00436,TMG,246
114717,IDS-21E2-00568,TMG,254
114717,IDS-21E2-01076,TMG,230
118270,IDS-21E2-00320,IGS,636
120887,IDS-21E2-01076,TMG,184
125880,IDS-21E2-00817,TMG,699
126928,IDS-21E2-00083,IGS,99
135506,IDS-21E2-00056,TMG,633
135677,IDS-21E2-00054,IGS,258
135722,IDS-21E2-00039,IGS,660
138531,IDS-21E2-00340,TMG,416
138872,IDS-21E2-00433,TMG,174
138872,IDS-21E2-00370,TMG,27
141663,IDS-21E2-01104,IGS,609
700526-1,IDS-21E2-00564,IGS,269
700567-2,IDS-21E2-00316,TMG,486
1000457,IDS-21E2-00352,IGS,50
1000457,IDS-21E2-00321,TMG,605
103557,IDS-21E2-00321,IGS,255
108259,IDS-21E2-00316,TMG,541
108641,IDS-21E2-00582,IGS,669
111266,IDS-21E2-00086,TMG,168
112296,IDS-21E2-00054,TMG,260
114717,IDS-21E2-00694,TMG,385
119027,IDS-21E2-00560,IGS,303
119852,IDS-21E2-00370,IGS,647
121969,IDS-21E2-00373,TMG,366
123234,IDS-21E2-00560,IGS,444
124257,IDS-21E2-00083,IGS,249
125880,IDS-21E2-00039,TMG,689
132453,IDS-21E2-00329,TMG,384
133133,IDS-21E2-00820,TMG,668
137963,IDS-21E2-00626,IGS,189
138531,IDS-21E2-00320,TMG,606
1000457,IDS-21E2-00056,IGS,670
101669,IDS-21E2-00039,TMG,606
108730,IDS-21E2-00656,TMG,70
111434,IDS-21E2-01076,TMG,524
112048,IDS-21E2-00368,IGS,304
115418,IDS-21E2-00816,IGS,498
118270,IDS-21E2-00054,IGS,104
119027,IDS-21E2-00825,TMG,500
119192,IDS-21E2-00692,TMG,654
121571,IDS-21E2-00944,TMG,516
121793,IDS-21E2-00056,TMG,513
121793,IDS-21E2-00368,TMG,35
121876,IDS-21E2-00086,TMG,224
123625,IDS-21E2-00566,IGS,480
128313,IDS-21E2-00324,TMG,396
132942,IDS-21E2-00816,TMG,435
133081,IDS-21E2-00114,IGS,124
135506,IDS-21E2-00596,TMG,654
135506,IDS-21E2-00125,TMG,658
137932,IDS-21E2-00039,TMG,675
142828,IDS-21E2-00039,IGS,17
147755,IDS-21E2-00368,TMG,422
700526-1,IDS-21E2-00336,TMG,119
EII-CNS-OT-0008,IDS-21E2-00054,IGS,280
EII-CNS-OT-0025,IDS-21E2-01084,TMG,523
1000457,IDS-21E2-01136,IGS,656
100107,IDS-21E2-00369,TMG,608
100441,IDS-21E2-00564,IGS,161
102176,IDS-21E2-00560,TMG,85
102671,IDS-21E2-00125,IGS,597
111742,IDS-21E2-00321,IGS,489
117019,IDS-21E2-00114,IGS,437
117019,IDS-21E2-00125,TMG,645
119396,IDS-21E2-00564,TMG,605
120377,IDS-21E2-00560,IGS,266
129713,IDS-21E2-00565,TMG,639
132453,IDS-21E2-00336,TMG,61
132796,IDS-21E2-00028,TMG,265
132796,IDS-21E2-00452,IGS,164
138531,IDS-21E2-00056,TMG,471
138531,IDS-21E2-00028,IGS,408
140281,IDS-21E2-00054,TMG,413
141663,IDS-21E2-00080,TMG,524
147831,IDS-21E2-00432,IGS,683
EII-CNS-OT-0008,IDS-21E2-00336,IGS,318
1000457,IDS-21E2-00336,IGS,599
102565,IDS-21E2-00320,TMG,670
105581,IDS-21E2-01073,IGS,31
105581,IDS-21E2-00596,IGS,121
108259,IDS-21E2-00560,TMG,702
112048,IDS-21E2-00468,IGS,690
112048,IDS-21E2-00592,IGS,164
114717,IDS-21E2-00566,TMG,703
117019,IDS-21E2-00560,TMG,422
121793,IDS-21E2-00101,IGS,435
121969,IDS-21E2-00564,IGS,508
122472,IDS-21E2-00054,IGS,626
123546,IDS-21E2-00612,TMG,81
125880,IDS-21E2-00056,TMG,138
132796,IDS-21E2-00820,TMG,75
133081,IDS-21E2-00884,TMG,598
135677,IDS-21E2-00885,TMG,686
137932,IDS-21E2-00336,IGS,629
137963,IDS-21E2-00853,TMG,205
138212,IDS-21E2-00817,IGS,22
138872,IDS-21E2-00561,IGS,183
139895,IDS-21E2-00568,TMG,72
145340,IDS-21E2-00624,IGS,527
1000457,IDS-21E2-00817,IGS,149
105663,IDS-21E2-00056,TMG,325
108259,IDS-21E2-00561,TMG,681
111742,IDS-21E2-00054,TMG,669
111742,IDS-21E2-00086,TMG,476
112048,IDS-21E2-00580,IGS,470
117232,IDS-21E2-00039,TMG,620
119396,IDS-21E2-00565,IGS,144
121571,IDS-21E2-00368,TMG,318
124914,IDS-21E2-00080,IGS,469
125168,IDS-21E2-00039,TMG,491
126928,IDS-21E2-00039,IGS,408
133133,IDS-21E2-00500,TMG,199
137963,IDS-21E2-00039,TMG,703
138531,IDS-21E2-00832,TMG,542
141663,IDS-21E2-00125,IGS,643
142756,IDS-21E2-00560,IGS,626
143236,IDS-21E2-00576,TMG,335
145209,IDS-21E2-00039,TMG,495
145340,IDS-21E2-00562,IGS,704
145893,IDS-21E2-00028,TMG,388
EII-CNS-OT-0030,IDS-21E2-00101,TMG,516
1000457,IDS-21E2-01077,TMG,394
102565,IDS-21E2-00636,TMG,220
102671,IDS-21E2-00086,TMG,586
105581,IDS-21E2-00880,TMG,80
109560,IDS-21E2-00086,TMG,67
117019,IDS-21E2-00039,TMG,247
118270,IDS-21E2-00368,TMG,590
120958,IDS-21E2-00125,TMG,175
129713,IDS-21E2-00436,TMG,267
132796,IDS-21E2-00344,IGS,660
138531,IDS-21E2-00436,TMG,470
138531,IDS-21E2-00114,TMG,509
138872,IDS-21E2-00125,IGS,607
141663,IDS-21E2-00056,IGS,533
105581,IDS-21E2-00820,IGS,700
108259,IDS-21E2-00626,TMG,498
111071,IDS-21E2-00039,TMG,401
111434,IDS-21E2-00516,TMG,175
114717,IDS-21E2-00080,TMG,337
118270,IDS-21E2-00370,IGS,482
119852,IDS-21E2-00644,TMG,500
119852,IDS-21E2-00368,IGS,594
123759,IDS-21E2-00114,IGS,329
124914,IDS-21E2-00039,TMG,671
131156,IDS-21E2-00080,TMG,435
132796,IDS-21E2-00572,IGS,590
133253,IDS-21E2-00561,IGS,216
138212,IDS-21E2-00576,IGS,538
141663,IDS-21E2-00028,IGS,79
142828,IDS-21E2-00368,TMG,133
147359,IDS-21E2-00125,IGS,695
700527,IDS-21E2-01140,IGS,18
EII-CNS-OT-0025,IDS-21E2-00028,IGS,288
1000457,IDS-21E2-00568,TMG,370
100441,IDS-21E2-00321,TMG,191
103451,IDS-21E2-00641,IGS,502
108259,IDS-21E2-00080,TMG,530
111742,IDS-21E2-01072,IGS,641
111742,IDS-21E2-00368,TMG,702
113854,IDS-21E2-00056,TMG,377
119852,IDS-21E2-00580,IGS,431
123625,IDS-21E2-00561,TMG,216
124914,IDS-21E2-00560,IGS,688
129713,IDS-21E2-00816,IGS,540
133133,IDS-21E2-01076,TMG,566
139713,IDS-21E2-00039,TMG,563
139713,IDS-21E2-00125,IGS,607
142120,IDS-21E2-00080,TMG,423
145340,IDS-21E2-00500,IGS,245
147831,IDS-21E2-00125,IGS,697
147831,IDS-21E2-01236,IGS,152
1000457,IDS-21E2-01144,IGS,32
1000457,IDS-21E2-00086,TMG,689
105226,IDS-21E2-00560,TMG,81
111266,IDS-21E2-00564,TMG,395
114717,IDS-21E2-00689,IGS,285
119191,IDS-21E2-00561,TMG,603
128313,IDS-21E2-00054,TMG,487
138531,IDS-21E2-00368,IGS,660
138872,IDS-21E2-00436,IGS,691
138872,IDS-21E2-00086,IGS,697
140546,IDS-21E2-00560,TMG,117
145340,IDS-21E2-00564,TMG,580
145340,IDS-21E2-00496,TMG,130
146373,IDS-21E2-00054,IGS,446
EII-CNS-OT-0025,IDS-21E2-00086,IGS,562
102565,IDS-21E2-01078,IGS,517
104754,IDS-21E2-00086,TMG,439
108259,IDS-21E2-00884,TMG,540
108816,IDS-21E2-00039,TMG,538
111742,IDS-21E2-00432,TMG,255
114715,IDS-21E2-00317,IGS,76
114717,IDS-21E2-00633,TMG,65
115418,IDS-21E2-00564,TMG,574
118270,IDS-21E2-00564,IGS,620
121969,IDS-21E2-00316,IGS,126
121969,IDS-21E2-00817,IGS,302
122829,IDS-21E2-00086,TMG,504
123759,IDS-21E2-00774,TMG,601
123759,IDS-21E2-00056,TMG,280
126928,IDS-21E2-00080,IGS,284
132796,IDS-21E2-00028,IGS,127
135506,IDS-21E2-00086,TMG,649
135878,IDS-21E2-00125,IGS,135
136704,IDS-21E2-00321,IGS,507
138531,IDS-21E2-00125,TMG,688
145340,IDS-21E2-00374,IGS,469
145340,IDS-21E2-00056,IGS,351
147451,IDS-21E2-00056,TMG,91
1000457,IDS-21E2-00368,TMG,694
102565,IDS-21E2-00086,TMG,178
103813,IDS-21E2-01072,TMG,594
108259,IDS-21E2-00569,IGS,394
108912,IDS-21E2-00039,IGS,305
111742,IDS-21E2-00824,IGS,555
112296,IDS-21E2-00564,TMG,171
114717,IDS-21E2-00324,TMG,537
114717,IDS-21E2-00565,IGS,310
119852,IDS-21E2-00625,TMG,436
121571,IDS-21E2-00324,TMG,637
121793,IDS-21E2-00340,TMG,594
121969,IDS-21E2-00340,IGS,160
128683,IDS-21E2-00688,IGS,651
133014,IDS-21E2-00039,IGS,57
138531,IDS-21E2-00580,IGS,335
139895,IDS-21E2-00816,TMG,57
141663,IDS-21E2-00125,TMG,688
142120,IDS-21E2-00039,IGS,336
145340,IDS-21E2-00384,IGS,484
700536-4,IDS-21E2-00054,IGS,467
700536-4,IDS-21E2-00324,TMG,695
1000457,IDS-21E2-00690,TMG,639
102671,IDS-21E2-00114,TMG,651
112048,IDS-21E2-00320,TMG,512
115418,IDS-21E2-00101,TMG,15
117871,IDS-21E2-00592,TMG,385
119027,IDS-21E2-00592,TMG,182
119852,IDS-21E2-00581,IGS,512
129713,IDS-21E2-00080,TMG,585
132796,IDS-21E2-00320,IGS,47
135383,IDS-21E2-00320,TMG,341
135506,IDS-21E2-00324,IGS,695
137932,IDS-21E2-00561,IGS,573
141305,IDS-21E2-00564,IGS,314
146860,IDS-21E2-00083,TMG,99
149571,IDS-21E2-00324,TMG,543
700536-4,IDS-21E2-00039,TMG,684
700567-1,IDS-21E2-00039,TMG,577
EII-CNS-OT-0025,IDS-21E2-00593,TMG,620
1000457,IDS-21E2-01137,TMG,410
102671,IDS-21E2-00028,IGS,398
108259,IDS-21E2-00566,IGS,617
111071,IDS-21E2-00840,IGS,505
112048,IDS-21E2-00080,TMG,649
114717,IDS-21E2-00817,TMG,207
117019,IDS-21E2-00317,TMG,89
119852,IDS-21E2-01076,IGS,673
127175,IDS-21E2-00560,TMG,312
127175,IDS-21E2-00324,IGS,305
135677,IDS-21E2-00560,IGS,671
138212,IDS-21E2-00372,TMG,432
138531,IDS-21E2-00880,TMG,679
141663,IDS-21E2-00629,IGS,285
145340,IDS-21E2-00080,TMG,669
148935,IDS-21E2-00400,IGS,254
EII-CNS-OT-0008,IDS-21E2-00039,IGS,660
1000457,IDS-21E2-00404,TMG,150
100124,IDS-21E2-00564,TMG,582
101884,IDS-21E2-00054,TMG,37
113854,IDS-21E2-00562,TMG,621
117019,IDS-21E2-00372,IGS,644
120958,IDS-21E2-00562,IGS,45
124914,IDS-21E2-00372,TMG,407
