Entry No_,Journal Batch Name,Line No_,Registering Date,Location Code,Zone Code,Bin Code,Description,Item No_,Quantity,Qty_ (Base),Source Type,Source Subtype,Source No_,Source Line No_,Source Subline No_,Source Document,Source Code,Reason Code,No_ Series,Bin Type Code,Cubage,Weight,Journal Template Name,Whse_ Document No_,Whse_ Document Type,Whse_ Document Line No_,Entry Type,Reference Document,Reference No_,User ID,Variant Code,Qty_ per Unit of Measure,Unit of Measure Code,Serial No_,Lot No_,Warranty Date,Expiration Date,Phys Invt Counting Period Code,Phys Invt Counting Period Type,Dedicated
68,,10000,23-10-2022,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,149244,175,175,39,1,RM-MIC-0003,3300000,56749,5,PURCHASES,,WR-P,RECEIVE,168,147,,WR-P-E2-0001,1,3300000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00101,12-10-2027 21:54,22-02-2026 00:00,PC_004,1,1
69,,10000,02-08-2022,SEZ3,TMG,TMG,"RoHS,Security Tape",114717,175,175,39,1,RM-MIC-0003,3860000,12345,5,PURCHASES,,WR-P,RECEIVE,201,180,,WR-P-E2-0001,1,3880000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00432,10-02-2027 16:49,08-11-2021 00:00,PC_004,1,1
70,,10000,19-11-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",108259,175,175,39,1,RM-MIC-0003,4050000,56749,5,PURCHASES,,WR-P,RECEIVE,115,186,,WR-P-E2-0001,1,4030000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,26-07-2027 07:01,08-11-2021 00:00,PC_002,1,1
71,,10000,08-04-2021,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",1000457,0,0,39,1,RM-MIC-0003,8250000,12345,5,PURCHASES,,WR-P,RECEIVE,130,201,,WR-P-E2-0001,1,8050000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,23-09-2027 05:20,08-11-2021 00:00,PC_003,1,1
72,,10000,03-06-2022,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,147831,250,250,39,1,RM-MIC-0003,10730000,12346,5,PURCHASES,,WR-P,RECEIVE,236,184,,WR-P-E2-0001,1,10730000,1,1,GRN-E2-00797,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,17-08-2025 00:28,16-05-2025 11:46,PC_004,1,1
73,,10000,16-03-2022,SEZ3,TMG,TMG,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,142120,200,200,39,1,RM-MIC-0003,8530000,54673,5,PURCHASES,,WR-P,RECEIVE,223,114,,WR-P-E2-0001,1,8530000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,15-08-2027 21:40,08-02-2026 00:00,PC_003,1,1
74,,10000,14-06-2022,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",141663,250,250,39,1,RM-MIC-0003,10230000,56749,5,PURCHASES,,WR-P,RECEIVE,155,224,,WR-P-E2-0001,1,10330000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00368,13-03-2027 21:54,06-08-2025 00:00,PC_005,1,1
75,,10000,18-07-2021,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,103557,175,175,39,1,RM-MIC-0003,7700000,56749,5,PURCHASES,,WR-P,RECEIVE,180,136,,WR-P-E2-0001,1,7700000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00576,18-02-2026 09:14,22-02-2026 00:00,PC_005,1,1
76,,10000,13-09-2022,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,137963,200,200,39,1,RM-MIC-0003,7950000,12345,5,PURCHASES,,WR-P,RECEIVE,124,183,,WR-P-E2-0001,1,7950000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00688,02-03-2027 05:28,28-06-2025 20:15,PC_005,1,1
77,,10000,02-10-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,138531,200,200,39,1,RM-MIC-0003,7960000,12347,5,PURCHASES,,WR-P,RECEIVE,244,231,,WR-P-E2-0001,1,7960000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00436,24-02-2026 22:40,21-10-2026 00:00,PC_002,1,1
78,,10000,01-07-2022,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",119852,200,200,39,1,RM-MIC-0003,2310000,12347,5,PURCHASES,,WR-P,RECEIVE,188,214,,WR-P-E2-0001,1,2310000,1,1,GRN-E2-00669,SHREERESHMI.M,,1,EA,,IDS-21E2-00432,08-12-2025 02:00,06-08-2025 00:00,PC_002,1,1
79,,10000,07-07-2021,SEZ2,IGS,IGS,"ROHS,Attention Tape",111742,175,175,39,1,RM-MIC-0003,2240000,54673,5,PURCHASES,,WR-P,RECEIVE,107,238,,WR-P-E2-0001,1,2220000,1,1,GRN-E2-00414,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,10-08-2026 02:14,06-08-2025 00:00,PC_004,1,1
80,,10000,08-08-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,137932,0,0,39,1,RM-MIC-0003,9490000,12346,5,PURCHASES,,WR-P,RECEIVE,106,105,,WR-P-E2-0001,1,9490000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,20-05-2027 17:03,08-11-2021 00:00,PC_002,1,1
81,,10000,31-05-2021,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,128313,250,250,39,1,RM-MIC-0003,6280000,54673,5,PURCHASES,,WR-P,RECEIVE,245,250,,WR-P-E2-0001,1,6280000,1,1,GRN-E2-00175,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,01-06-2027 12:50,27-10-2025 04:07,PC_005,1,1
82,,10000,12-08-2021,SEZ3,TMG,TMG,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,121969,250,250,39,1,RM-MIC-0003,10560000,12345,5,PURCHASES,,WR-P,RECEIVE,102,158,,WR-P-E2-0001,1,10060000,1,1,GRN-E2-00173,SHREERESHMI.M,,1,EA,,IDS-21E2-01204,18-06-2027 08:10,08-11-2021 00:00,PC_005,1,1
83,,10000,05-07-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,102565,250,250,39,1,RM-MIC-0003,610000,54673,5,PURCHASES,,WR-P,RECEIVE,162,247,,WR-P-E2-0001,1,610000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,_RARE_,,IDS-21E2-00086,16-04-2026 18:34,08-11-2021 00:00,PC_003,1,1
84,,10000,09-12-2022,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",135677,0,0,39,1,RM-MIC-0003,10840000,12345,5,PURCHASES,,WR-P,RECEIVE,229,219,,WR-P-E2-0001,1,840000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,14-05-2025 12:03,11-08-2023 18:29,PC_003,1,1
85,,10000,30-10-2021,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",123546,175,175,39,1,RM-MIC-0003,6800000,12346,5,PURCHASES,,WR-P,RECEIVE,142,159,,WR-P-E2-0001,1,4800000,1,1,GRN-E2-00144,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,04-07-2025 12:05,08-11-2021 00:00,PC_003,1,1
86,,10000,22-07-2022,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",1000457,250,250,39,1,RM-MIC-0003,1630000,12346,5,PURCHASES,,WR-P,RECEIVE,241,131,,WR-P-E2-0001,1,1230000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-01080,20-03-2025 10:54,22-02-2026 00:00,PC_002,1,1
87,,10000,18-12-2022,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",111742,250,250,39,1,RM-MIC-0003,11130000,12346,5,PURCHASES,,WR-P,RECEIVE,139,150,,WR-P-E2-0001,1,11130000,1,1,GRN-E2-00176,SHREERESHMI.M,,1,EA,,IDS-21E2-00580,26-08-2027 16:25,22-02-2026 00:00,PC_005,1,1
88,,10000,23-08-2021,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",108259,250,250,39,1,RM-MIC-0003,6050000,54673,5,PURCHASES,,WR-P,RECEIVE,245,136,,WR-P-E2-0001,1,6050000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,28-02-2025 03:56,08-11-2021 00:00,PC_005,1,1
89,,10000,03-09-2022,SEZ3,TMG,TMG,"RoHS,DRAM-1",1000457,0,0,39,1,RM-MIC-0003,10060000,12345,5,PURCHASES,,WR-P,RECEIVE,119,110,,WR-P-E2-0001,1,10060000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00320,07-04-2025 11:45,08-11-2021 00:00,PC_002,1,1
90,,10000,27-07-2022,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,131156,200,200,39,1,RM-MIC-0003,3260000,12346,5,PURCHASES,,WR-P,RECEIVE,155,231,,WR-P-E2-0001,1,3260000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,10-03-2025 08:23,08-11-2021 00:00,PC_002,1,1
91,,10000,26-06-2022,SEZ3,TMG,TMG,STATIC SHIELDED BAGS OF SIZE 280x220,108259,175,175,39,1,RM-MIC-0003,6770000,56749,5,PURCHASES,,WR-P,RECEIVE,140,127,,WR-P-E2-0001,1,6770000,1,1,GRN-E2-00191,SHREERESHMI.M,,1,EA,,IDS-21E2-00949,17-08-2027 21:11,08-11-2021 00:00,PC_002,1,1
92,,10000,19-03-2022,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",113854,250,250,39,1,RM-MIC-0003,9890000,54673,5,PURCHASES,,WR-P,RECEIVE,142,229,,WR-P-E2-0001,1,9890000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,09-02-2026 16:12,06-04-2023 01:33,PC_002,1,1
93,,10000,23-03-2021,SEZ2,IGS,IGS,FUJI-FILTER 02,112048,250,250,39,1,RM-MIC-0003,10690000,12347,5,PURCHASES,,WR-P,RECEIVE,109,114,,WR-P-E2-0001,1,10690000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,09-07-2025 16:17,08-11-2021 00:00,PC_005,1,1
94,,10000,20-03-2021,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,105581,250,250,39,1,RM-MIC-0003,120000,54673,5,PURCHASES,,WR-P,RECEIVE,107,173,,WR-P-E2-0001,1,120000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00592,14-02-2026 00:00,06-08-2025 00:00,PC_004,1,1
95,,10000,10-04-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",145340,0,0,39,1,RM-MIC-0003,8030000,56749,5,PURCHASES,,WR-P,RECEIVE,236,243,,WR-P-E2-0001,1,8730000,1,1,GRN-E2-00221,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,04-12-2025 02:05,08-02-2026 00:00,PC_002,1,1
96,,10000,19-03-2021,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",146860,175,175,39,1,RM-MIC-0003,6590000,12345,5,PURCHASES,,WR-P,RECEIVE,231,182,,WR-P-E2-0001,1,6590000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,10-09-2025 14:45,08-11-2021 00:00,PC_003,1,1
97,,10000,04-09-2021,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",108259,175,175,39,1,RM-MIC-0003,1700000,12346,5,PURCHASES,,WR-P,RECEIVE,121,151,,WR-P-E2-0001,1,1000000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,13-06-2027 07:19,28-01-2026 00:00,PC_002,1,1
98,,10000,14-11-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,108259,0,0,39,1,RM-MIC-0003,11090000,12345,5,PURCHASES,,WR-P,RECEIVE,157,243,,WR-P-E2-0001,1,11070000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,11-12-2026 08:04,14-10-2025 21:48,PC_003,1,1
99,,10000,06-11-2021,SEZ2,IGS,IGS,"ROHS,Attention Tape",1000457,175,175,39,1,RM-MIC-0003,8470000,56749,5,PURCHASES,,WR-P,RECEIVE,209,208,,WR-P-E2-0001,1,8470000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,10-10-2027 19:34,06-04-2023 01:33,PC_003,1,1
100,,10000,29-07-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",120887,250,250,39,1,RM-MIC-0003,8640000,12347,5,PURCHASES,,WR-P,RECEIVE,199,208,,WR-P-E2-0001,1,8640000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,12-10-2027 21:54,09-07-2025 09:28,PC_004,1,1
101,,10000,27-02-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,200,200,39,1,RM-MIC-0003,610000,54673,5,PURCHASES,,WR-P,RECEIVE,146,205,,WR-P-E2-0001,1,610000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,05-08-2027 00:24,28-01-2026 00:00,PC_005,1,1
102,,10000,25-12-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",147831,0,0,39,1,RM-MIC-0003,3700000,54673,5,PURCHASES,,WR-P,RECEIVE,196,136,,WR-P-E2-0001,1,3700000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00432,05-06-2026 16:25,09-07-2025 09:28,PC_003,1,1
103,,10000,16-04-2022,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,1000457,200,200,39,1,RM-MIC-0003,10190000,12347,5,PURCHASES,,WR-P,RECEIVE,104,158,,WR-P-E2-0001,1,10190000,1,1,GRN-E2-00164,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,28-06-2026 00:16,09-07-2025 09:28,PC_005,1,1
104,,10000,22-03-2022,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",108259,200,200,39,1,RM-MIC-0003,5910000,12346,5,PURCHASES,,WR-P,RECEIVE,190,125,,WR-P-E2-0001,1,5910000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00333,23-04-2025 12:28,25-03-2027 05:24,PC_004,1,1
105,,10000,12-04-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",100441,0,0,39,1,RM-MIC-0003,7730000,12346,5,PURCHASES,,WR-P,RECEIVE,204,213,,WR-P-E2-0001,1,7830000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00336,25-11-2026 12:06,08-11-2021 00:00,PC_002,1,1
106,,10000,22-12-2022,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",700536-2,250,250,39,1,RM-MIC-0003,3510000,12346,5,PURCHASES,,WR-P,RECEIVE,132,226,,WR-P-E2-0001,1,3510000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00695,06-10-2025 13:03,21-08-2025 03:24,PC_005,1,1
107,,10000,29-07-2021,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,119852,250,250,39,1,RM-MIC-0003,9170000,12346,5,PURCHASES,,WR-P,RECEIVE,229,158,,WR-P-E2-0001,1,9170000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,23-03-2025 21:35,21-10-2026 00:00,PC_002,1,1
108,,10000,26-11-2021,SEZ2,IGS,IGS,"ROHS,Attention Tape",149244,0,0,39,1,RM-MIC-0003,5220000,56749,5,PURCHASES,,WR-P,RECEIVE,169,243,,WR-P-E2-0001,1,5220000,1,1,GRN-E2-00174,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,23-03-2025 09:59,11-01-2026 09:26,PC_003,1,1
109,,10000,10-01-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,700536-4,250,250,39,1,RM-MIC-0003,5230000,56749,5,PURCHASES,,WR-P,RECEIVE,239,230,,WR-P-E2-0001,1,5230000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00086,15-05-2025 01:32,25-08-2027 12:45,PC_004,1,1
110,,10000,18-12-2022,SEZ2,IGS,IGS,"ROHS,Attention Tape",119852,250,250,39,1,RM-MIC-0003,8770000,56749,5,PURCHASES,,WR-P,RECEIVE,127,100,,WR-P-E2-0001,1,8770000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00568,30-09-2027 10:41,08-11-2021 00:00,PC_003,1,1
111,,10000,24-12-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",105581,200,200,39,1,RM-MIC-0003,1040000,56749,5,PURCHASES,,WR-P,RECEIVE,230,206,,WR-P-E2-0001,1,1040000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,24-05-2027 17:37,08-11-2021 00:00,PC_003,1,1
112,,10000,21-03-2021,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",141663,175,175,39,1,RM-MIC-0003,9640000,56749,5,PURCHASES,,WR-P,RECEIVE,228,100,,WR-P-E2-0001,1,9640000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,01-04-2025 20:35,28-06-2025 20:15,PC_003,1,1
113,,10000,22-02-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",135722,0,0,39,1,RM-MIC-0003,1900000,56749,5,PURCHASES,,WR-P,RECEIVE,178,146,,WR-P-E2-0001,1,1900000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,07-07-2027 05:16,08-02-2026 00:00,PC_004,1,1
114,,10000,23-12-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",142651,0,0,39,1,RM-MIC-0003,8040000,12346,5,PURCHASES,,WR-P,RECEIVE,151,231,,WR-P-E2-0001,1,8020000,1,1,GRN-E2-00199,SHREERESHMI.M,,1,EA,,IDS-21E2-00101,23-07-2025 10:40,25-11-2026 18:12,PC_004,1,1
115,,10000,27-09-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",102565,175,175,39,1,RM-MIC-0003,8100000,12347,5,PURCHASES,,WR-P,RECEIVE,182,116,,WR-P-E2-0001,1,8100000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,30-07-2026 13:49,08-11-2021 00:00,PC_004,1,1
116,,10000,01-09-2022,SEZ2,IGS,IGS,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,119852,200,200,39,1,RM-MIC-0003,9220000,12346,5,PURCHASES,,WR-P,RECEIVE,231,110,,WR-P-E2-0001,1,9210000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00584,23-06-2025 04:37,08-11-2021 00:00,PC_003,1,1
117,,10000,23-02-2021,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",113854,0,0,39,1,RM-MIC-0003,10100000,56749,5,PURCHASES,,WR-P,RECEIVE,149,202,,WR-P-E2-0001,1,10100000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,22-06-2025 21:07,08-11-2021 00:00,PC_005,1,1
118,,10000,14-03-2022,SEZ2,IGS,IGS,FUJI-FILTER 02,700536-2,250,250,39,1,RM-MIC-0003,4850000,12346,5,PURCHASES,,WR-P,RECEIVE,198,149,,WR-P-E2-0001,1,4850000,1,1,GRN-E2-00286,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,21-03-2027 18:57,08-11-2021 00:00,PC_004,1,1
119,,10000,23-05-2022,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",118578,175,175,39,1,RM-MIC-0003,7000000,12345,5,PURCHASES,,WR-P,RECEIVE,229,169,,WR-P-E2-0001,1,7230000,1,1,GRN-E2-00191,SHREERESHMI.M,,1,EA,,IDS-21E2-00086,10-09-2025 11:14,06-08-2025 00:00,PC_003,1,1
120,,10000,20-10-2021,SEZ2,IGS,IGS,FUJI-FILTER 02,108259,200,200,39,1,RM-MIC-0003,5040000,54673,5,PURCHASES,,WR-P,RECEIVE,166,203,,WR-P-E2-0001,1,5040000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00436,01-01-2027 06:02,08-11-2021 00:00,PC_004,1,1
121,,10000,11-01-2022,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",135506,200,200,39,1,RM-MIC-0003,3310000,12346,5,PURCHASES,,WR-P,RECEIVE,127,248,,WR-P-E2-0001,1,3310000,1,1,GRN-E2-00669,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,28-03-2026 01:03,08-11-2021 00:00,PC_002,1,1
122,,10000,18-04-2021,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,121969,0,0,39,1,RM-MIC-0003,3720000,56749,5,PURCHASES,,WR-P,RECEIVE,208,167,,WR-P-E2-0001,1,3720000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,15-04-2025 08:34,08-11-2021 00:00,PC_005,1,1
123,,10000,07-12-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,200,200,39,1,RM-MIC-0003,2420000,12347,5,PURCHASES,,WR-P,RECEIVE,145,161,,WR-P-E2-0001,1,2420000,1,1,GRN-E2-00171,SHREERESHMI.M,,1,EA,,IDS-21E2-00625,05-03-2025 11:09,08-11-2021 00:00,PC_004,1,1
124,,10000,21-07-2022,SEZ3,TMG,TMG,"RoHS,DRAM-1",1000457,0,0,39,1,RM-MIC-0003,7770000,12346,5,PURCHASES,,WR-P,RECEIVE,166,245,,WR-P-E2-0001,1,7870000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,10-10-2027 19:34,28-01-2026 00:00,PC_002,1,1
125,,10000,18-12-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,145340,0,0,39,1,RM-MIC-0003,10730000,56749,5,PURCHASES,,WR-P,RECEIVE,173,249,,WR-P-E2-0001,1,10730000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,26-07-2025 07:14,28-01-2026 00:00,PC_004,1,1
126,,10000,10-04-2021,SEZ3,TMG,TMG,"RoHS,DRAM-1",102565,250,250,39,1,RM-MIC-0003,3320000,12345,5,PURCHASES,,WR-P,RECEIVE,187,211,,WR-P-E2-0001,1,3320000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00566,27-08-2025 03:45,26-08-2023 08:28,PC_005,1,1
127,,10000,09-12-2022,SEZ2,IGS,IGS,STATIC SHIELDED BAGS OF SIZE 280x220,138531,0,0,39,1,RM-MIC-0003,270000,56749,5,PURCHASES,,WR-P,RECEIVE,160,109,,WR-P-E2-0001,1,270000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00316,27-06-2025 13:32,08-11-2021 00:00,PC_004,1,1
128,,10000,18-05-2022,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",132796,250,250,39,1,RM-MIC-0003,8060000,54673,5,PURCHASES,,WR-P,RECEIVE,133,182,,WR-P-E2-0001,1,8060000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,28-01-2026 10:45,08-11-2021 00:00,PC_002,1,1
129,,10000,24-01-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",108259,200,200,39,1,RM-MIC-0003,6090000,56749,5,PURCHASES,,WR-P,RECEIVE,224,183,,WR-P-E2-0001,1,6090000,1,1,GRN-E2-00414,SHREERESHMI.M,,1,EA,,IDS-21E2-00566,08-03-2026 17:46,14-10-2025 21:48,PC_005,1,1
130,,10000,28-12-2022,SEZ3,TMG,TMG,"RoHS,Security Tape",1000457,200,200,39,1,RM-MIC-0003,9010000,54673,5,PURCHASES,,WR-P,RECEIVE,108,125,,WR-P-E2-0001,1,9010000,1,1,GRN-E2-00679,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,11-03-2026 02:19,08-11-2021 00:00,PC_003,1,1
131,,10000,24-06-2022,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,102565,175,175,39,1,RM-MIC-0003,6100000,54673,5,PURCHASES,,WR-P,RECEIVE,146,163,,WR-P-E2-0001,1,6200000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,09-10-2025 13:46,04-05-2027 03:58,PC_003,1,1
132,,10000,19-03-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,102565,200,200,39,1,RM-MIC-0003,3330000,12346,5,PURCHASES,,WR-P,RECEIVE,216,222,,WR-P-E2-0001,1,3130000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00440,13-03-2026 05:55,09-07-2025 09:28,PC_002,1,1
133,,10000,17-06-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,117019,175,175,39,1,RM-MIC-0003,1980000,56749,5,PURCHASES,,WR-P,RECEIVE,170,237,,WR-P-E2-0001,1,1980000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00101,30-10-2026 08:40,11-08-2027 09:49,PC_003,1,1
134,,10000,24-07-2021,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,138872,0,0,39,1,RM-MIC-0003,7340000,54673,5,PURCHASES,,WR-P,RECEIVE,174,201,,WR-P-E2-0001,1,7340000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00608,13-11-2026 16:45,08-11-2021 00:00,PC_003,1,1
135,,10000,19-08-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",147755,200,200,39,1,RM-MIC-0003,7620000,54673,5,PURCHASES,,WR-P,RECEIVE,166,169,,WR-P-E2-0001,1,7620000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,25-11-2025 20:20,14-05-2026 00:03,PC_004,1,1
136,,10000,28-08-2022,SEZ2,IGS,IGS,FUJI-FILTER 02,137963,0,0,39,1,RM-MIC-0003,3180000,54673,5,PURCHASES,,WR-P,RECEIVE,133,145,,WR-P-E2-0001,1,3180000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,05-11-2025 01:19,11-08-2023 18:29,PC_003,1,1
